route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
801,RDEC24-801-1_Weekday-07,61467762,,1,162,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467763,,1,108,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467764,,1,164,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467765,,1,153,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467766,,1,106,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467767,,1,107,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467768,,1,109,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467769,,1,110,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467770,,1,156,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467771,,1,155,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467772,,1,157,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467773,,1,169,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467774,,1,101,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467775,,1,170,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467776,,1,102,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467777,,1,103,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467778,,1,162,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467779,,1,107,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467780,,1,152,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467781,,1,160,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467782,,1,116,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467783,,1,164,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467784,,1,102,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467785,,0,105,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467786,,0,106,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467787,,1,161,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467788,,1,162,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467789,,0,110,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467790,,1,151,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467791,,0,111,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467792,,1,115,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467793,,0,167,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467794,,1,154,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467795,,1,109,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467796,,1,155,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467797,,0,155,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467798,,1,161,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467799,,1,151,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467800,,0,161,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467801,,0,102,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467802,,0,156,801NB_RC_221121
801,RDEC24-801-1_Weekday-07,61467803,,1,163,801SB_RC_221121
801,RDEC24-801-1_Weekday-07,61467804,,0,112,801NB_RC_221121
